,yr_range,sec_unique,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net
304,1617,"Jasper County, GA",2016.0,2017.0,49,1464000,127,3554000,-78,-2090000
305,1617,"Jefferson County, AL",2016.0,2017.0,1578,53221000,1174,46289000,404,6932000
306,1617,"Jefferson County, KY",2016.0,2017.0,444,16561000,496,17317000,-52,-756000
307,1617,"Jefferson Parish, LA",2016.0,2017.0,345,8587000,257,5948000,88,2639000
308,1617,"Johnson County, KS",2016.0,2017.0,177,8579000,139,8516000,38,63000
309,1617,"Kent County, MI",2016.0,2017.0,262,5539000,200,5383000,62,156000
310,1617,"King County, WA",2016.0,2017.0,859,45978000,1321,82374000,-462,-36396000
311,1617,"Kings County, NY",2016.0,2017.0,2181,60227000,942,28536000,1239,31691000
312,1617,"Knox County, TN",2016.0,2017.0,570,22259000,519,19851000,51,2408000
313,1617,"Lake County, FL",2016.0,2017.0,148,3768000,196,7793000,-48,-4025000
314,1617,"Lake County, IL",2016.0,2017.0,135,7518000,63,4625000,72,2893000
315,1617,"Lamar County, GA",2016.0,2017.0,78,1769000,196,4851000,-118,-3082000
316,1617,"Lee County, AL",2016.0,2017.0,425,10347000,306,16888000,119,-6541000
317,1617,"Lee County, FL",2016.0,2017.0,505,15881000,498,22997000,7,-7116000
318,1617,"Leon County, FL",2016.0,2017.0,624,19196000,337,11280000,287,7916000
319,1617,"Lexington County, SC",2016.0,2017.0,206,6788000,163,5935000,43,853000
320,1617,"Liberty County, GA",2016.0,2017.0,199,3960000,133,1826000,66,2134000
321,1617,"Los Angeles County, CA",2016.0,2017.0,3241,124339000,2323,105455000,918,18884000
322,1617,"Loudoun County, VA",2016.0,2017.0,260,15466000,342,15416000,-82,50000
323,1617,"Lowndes County, GA",2016.0,2017.0,417,10516000,252,5481000,165,5035000
324,1617,"Lumpkin County, GA",2016.0,2017.0,325,8570000,713,22955000,-388,-14385000
325,1617,"Macomb County, MI",2016.0,2017.0,61,1772000,57,1228000,4,544000
326,1617,"Madison County, AL",2016.0,2017.0,459,14631000,366,12440000,93,2191000
327,1617,"Manatee County, FL",2016.0,2017.0,241,7216000,410,24486000,-169,-17270000
328,1617,"Maricopa County, AZ",2016.0,2017.0,1580,72345000,1548,61853000,32,10492000
329,1617,"Marion County, FL",2016.0,2017.0,148,3544000,164,3859000,-16,-315000
330,1617,"Marion County, IN",2016.0,2017.0,592,14134000,485,9736000,107,4398000
331,1617,"Mecklenburg County, NC",2016.0,2017.0,2131,90729000,1907,87141000,224,3588000
332,1617,"Mercer County, NJ",2016.0,2017.0,88,3578000,57,1960000,31,1618000
333,1617,"Meriwether County, GA",2016.0,2017.0,113,1909000,113,2823000,0,-914000
334,1617,"Miami, Dade County",2016.0,2017.0,3257,104692000,1259,40544000,1998,64148000
335,1617,"Middlesex County, MA",2016.0,2017.0,610,28784000,491,24983000,119,3801000
336,1617,"Middlesex County, NJ",2016.0,2017.0,637,22397000,288,10122000,349,12275000
337,1617,"Milwaukee County, WI",2016.0,2017.0,442,11314000,274,6770000,168,4544000
338,1617,"Mobile County, AL",2016.0,2017.0,522,11870000,387,9141000,135,2729000
339,1617,"Monroe County, GA",2016.0,2017.0,88,1546000,212,4678000,-124,-3132000
340,1617,"Monroe County, NY",2016.0,2017.0,221,6570000,89,2761000,132,3809000
341,1617,"Montgomery County, AL",2016.0,2017.0,627,16707000,298,5882000,329,10825000
342,1617,"Montgomery County, MD",2016.0,2017.0,764,32708000,584,24876000,180,7832000
343,1617,"Montgomery County, OH",2016.0,2017.0,274,6740000,170,4731000,104,2009000
344,1617,"Montgomery County, PA",2016.0,2017.0,301,17218000,185,9184000,116,8034000
345,1617,"Montgomery County, TN",2016.0,2017.0,101,1535000,109,1472000,-8,63000
346,1617,"Montgomery County, TX",2016.0,2017.0,54,2403000,61,2825000,-7,-422000
347,1617,"Morris County, NJ",2016.0,2017.0,101,6598000,55,6270000,46,328000
348,1617,"Multnomah County, OR",2016.0,2017.0,145,8217000,184,8890000,-39,-673000
349,1617,"Muscogee County, GA",2016.0,2017.0,1442,32967000,963,21914000,479,11053000
350,1617,"Nassau County, NY",2016.0,2017.0,692,20761000,258,7221000,434,13540000
351,1617,"New Castle County, DE",2016.0,2017.0,246,7084000,154,4960000,92,2124000
352,1617,"New Hanover County, NC",2016.0,2017.0,92,3942000,112,7496000,-20,-3554000
353,1617,"New Haven County, CT",2016.0,2017.0,246,8088000,174,6403000,72,1685000
354,1617,"New York County, NY",2016.0,2017.0,1165,99644000,976,79935000,189,19709000
355,1617,"Newport News city, VA",2016.0,2017.0,66,1043000,43,662000,23,381000
356,1617,"Newton County, GA",2016.0,2017.0,4493,77832000,5652,97590000,-1159,-19758000
357,1617,"Norfolk County, MA",2016.0,2017.0,227,13435000,186,10288000,41,3147000
358,1617,"Norfolk city, VA",2016.0,2017.0,194,4443000,125,2444000,69,1999000
359,1617,"Oakland County, MI",2016.0,2017.0,748,31339000,473,26529000,275,4810000
360,1617,"Oconee County, GA",2016.0,2017.0,153,9525000,397,17875000,-244,-8350000
361,1617,"Okaloosa County, FL",2016.0,2017.0,206,5232000,189,7151000,17,-1919000
362,1617,"Oklahoma County, OK",2016.0,2017.0,51,1187000,34,938000,17,249000
363,1617,"Onondaga County, NY",2016.0,2017.0,83,2021000,43,1729000,40,292000
364,1617,"Onslow County, NC",2016.0,2017.0,78,1374000,52,708000,26,666000
365,1617,"Orange County, CA",2016.0,2017.0,887,50331000,762,40272000,125,10059000
366,1617,"Orange County, FL",2016.0,2017.0,2179,57587000,1826,62943000,353,-5356000
367,1617,"Orange County, NC",2016.0,2017.0,76,3890000,38,2046000,38,1844000
368,1617,"Orleans Parish, LA",2016.0,2017.0,462,11231000,376,12126000,86,-895000
369,1617,"Osceola County, FL",2016.0,2017.0,247,5127000,227,5833000,20,-706000
370,1617,"Palm Beach County, FL",2016.0,2017.0,1863,66599000,1278,61428000,585,5171000
371,1617,"Pasco County, FL",2016.0,2017.0,221,6169000,317,12495000,-96,-6326000
372,1617,"Paulding County, GA",2016.0,2017.0,6542,176000000,10759,251185000,-4217,-75185000
373,1617,"Philadelphia County, PA",2016.0,2017.0,889,27153000,545,21631000,344,5522000
374,1617,"Pickens County, GA",2016.0,2017.0,883,26074000,1690,62556000,-807,-36482000
375,1617,"Pierce County, WA",2016.0,2017.0,244,5921000,238,6423000,6,-502000
376,1617,"Pike County, GA",2016.0,2017.0,102,2761000,307,9322000,-205,-6561000
377,1617,"Pima County, AZ",2016.0,2017.0,158,6841000,194,7413000,-36,-572000
378,1617,"Pinellas County, FL",2016.0,2017.0,918,34854000,1047,52433000,-129,-17579000
379,1617,"Polk County, FL",2016.0,2017.0,401,8779000,406,9293000,-5,-514000
380,1617,"Polk County, GA",2016.0,2017.0,111,1953000,140,3044000,-29,-1091000
381,1617,"Prince George's County, MD",2016.0,2017.0,832,24952000,521,11738000,311,13214000
382,1617,"Prince William County, VA",2016.0,2017.0,325,11749000,221,5844000,104,5905000
383,1617,"Providence County, RI",2016.0,2017.0,58,1856000,43,1924000,15,-68000
384,1617,"Pulaski County, AR",2016.0,2017.0,150,5029000,114,3471000,36,1558000
385,1617,"Putnam County, GA",2016.0,2017.0,36,2072000,43,3218000,-7,-1146000
386,1617,"Queens County, NY",2016.0,2017.0,1656,42217000,555,14235000,1101,27982000
387,1617,"Ramsey County, MN",2016.0,2017.0,56,1229000,82,1633000,-26,-404000
388,1617,"Richland County, SC",2016.0,2017.0,777,23191000,526,16094000,251,7097000
389,1617,"Richmond County, GA",2016.0,2017.0,1066,22054000,674,14010000,392,8044000
390,1617,"Richmond city, VA",2016.0,2017.0,163,5605000,113,4671000,50,934000
391,1617,"Riverside County, CA",2016.0,2017.0,361,10041000,309,9232000,52,809000
392,1617,"Rutherford County, TN",2016.0,2017.0,229,6706000,175,5357000,54,1349000
393,1617,"Sacramento County, CA",2016.0,2017.0,298,8098000,261,7374000,37,724000
394,1617,"Salt Lake County, UT",2016.0,2017.0,254,7766000,313,11195000,-59,-3429000
395,1617,"San Bernardino County, CA",2016.0,2017.0,311,6393000,227,4510000,84,1883000
396,1617,"San Diego County, CA",2016.0,2017.0,1075,40616000,856,33517000,219,7099000
397,1617,"San Francisco County, CA",2016.0,2017.0,300,27712000,326,32712000,-26,-5000000
398,1617,"San Mateo County, CA",2016.0,2017.0,101,16145000,77,6912000,24,9233000
399,1617,"Santa Clara County, CA",2016.0,2017.0,676,41956000,710,51082000,-34,-9126000
400,1617,"Sarasota County, FL",2016.0,2017.0,225,10800000,333,20106000,-108,-9306000
401,1617,"Seminole County, FL",2016.0,2017.0,528,16589000,476,15136000,52,1453000
402,1617,"Shelby County, AL",2016.0,2017.0,320,13061000,325,13917000,-5,-856000
403,1617,"Shelby County, TN",2016.0,2017.0,1204,38178000,730,22674000,474,15504000
404,1617,"Snohomish County, WA",2016.0,2017.0,132,4252000,107,4362000,25,-110000
405,1617,"Somerset County, NJ",2016.0,2017.0,98,12270000,41,3916000,57,8354000
406,1617,"Spalding County, GA",2016.0,2017.0,1697,28699000,2320,45525000,-623,-16826000
407,1617,"Spartanburg County, SC",2016.0,2017.0,205,5729000,209,6444000,-4,-715000
408,1617,"St. Johns County, FL",2016.0,2017.0,211,11739000,368,21062000,-157,-9323000
409,1617,"St. Louis County, MO",2016.0,2017.0,575,20785000,360,15657000,215,5128000
410,1617,"St. Louis city, MO",2016.0,2017.0,108,3792000,89,3224000,19,568000
411,1617,"St. Lucie County, FL",2016.0,2017.0,268,4641000,204,7665000,64,-3024000
412,1617,"St. Tammany Parish, LA",2016.0,2017.0,39,1242000,48,1982000,-9,-740000
413,1617,"Stephens County, GA",2016.0,2017.0,35,686000,79,2130000,-44,-1444000
414,1617,"Suffolk County, MA",2016.0,2017.0,411,26741000,300,14186000,111,12555000
415,1617,"Suffolk County, NY",2016.0,2017.0,711,22289000,277,8696000,434,13593000
416,1617,"Summit County, OH",2016.0,2017.0,65,2952000,30,927000,35,2025000
417,1617,"Tarrant County, TX",2016.0,2017.0,813,39233000,954,38961000,-141,272000
418,1617,"Travis County, TX",2016.0,2017.0,1206,38122000,862,37828000,344,294000
419,1617,"Troup County, GA",2016.0,2017.0,334,5421000,399,7724000,-65,-2303000
420,1617,"Tulsa County, OK",2016.0,2017.0,54,2180000,41,1641000,13,539000
421,1617,"Tuscaloosa County, AL",2016.0,2017.0,65,1766000,52,1911000,13,-145000
422,1617,"Union County, NJ",2016.0,2017.0,105,2606000,51,972000,54,1634000
423,1617,"Ventura County, CA",2016.0,2017.0,70,4256000,61,3352000,9,904000
424,1617,"Virginia Beach city, VA",2016.0,2017.0,383,14006000,270,7814000,113,6192000
425,1617,"Volusia County, FL",2016.0,2017.0,338,8509000,392,13990000,-54,-5481000
426,1617,"Wake County, NC",2016.0,2017.0,1319,57404000,1180,54361000,139,3043000
427,1617,"Walton County, FL",2016.0,2017.0,38,3818000,124,40405000,-86,-36587000
428,1617,"Walton County, GA",2016.0,2017.0,2323,52111000,4276,113161000,-1953,-61050000
429,1617,"Washington County, OR",2016.0,2017.0,54,2109000,61,3170000,-7,-1061000
430,1617,"Washtenaw County, MI",2016.0,2017.0,145,5789000,98,4663000,47,1126000
431,1617,"Wayne County, MI",2016.0,2017.0,873,21110000,595,10711000,278,10399000
432,1617,"Westchester County, NY",2016.0,2017.0,438,24638000,188,7784000,250,16854000
433,1617,"White County, GA",2016.0,2017.0,81,2322000,273,11250000,-192,-8928000
434,1617,"Whitfield County, GA",2016.0,2017.0,142,4807000,98,3196000,44,1611000
435,1617,"Williamson County, TN",2016.0,2017.0,181,11290000,273,17269000,-92,-5979000
436,1617,"Williamson County, TX",2016.0,2017.0,111,5240000,153,5485000,-42,-245000
437,1617,"Worcester County, MA",2016.0,2017.0,61,2882000,36,1782000,25,1100000
438,1617,"York County, SC",2016.0,2017.0,149,6059000,225,10252000,-76,-4193000
439,1718,"Alachua County, FL",2017.0,2018.0,330,9715000,134,5038000,196,4677000
440,1718,"Alameda County, CA",2017.0,2018.0,447,22765000,383,18556000,64,4209000
441,1718,"Alexandria city, VA",2017.0,2018.0,65,5084000,73,8500000,-8,-3416000
442,1718,"Allegheny County, PA",2017.0,2018.0,435,15918000,385,16954000,50,-1036000
443,1718,"Anne Arundel County, MD",2017.0,2018.0,207,7769000,153,5761000,54,2008000
444,1718,"Arapahoe County, CO",2017.0,2018.0,215,7600000,268,11729000,-53,-4129000
445,1718,"Arlington County, VA",2017.0,2018.0,166,11877000,137,8383000,29,3494000
446,1718,"Baldwin County, AL",2017.0,2018.0,68,2639000,87,4153000,-19,-1514000
447,1718,"Baldwin County, GA",2017.0,2018.0,79,2392000,86,2295000,-7,97000
448,1718,"Baltimore County, MD",2017.0,2018.0,344,11838000,226,4981000,118,6857000
449,1718,"Baltimore city, MD",2017.0,2018.0,259,7725000,195,5914000,64,1811000
450,1718,"Barrow County, GA",2017.0,2018.0,1481,34276000,3369,78416000,-1888,-44140000
451,1718,"Bartow County, GA",2017.0,2018.0,1490,35410000,2577,61354000,-1087,-25944000
452,1718,"Bay County, FL",2017.0,2018.0,256,10058000,275,10239000,-19,-181000
453,1718,"Beaufort County, SC",2017.0,2018.0,236,10622000,334,29587000,-98,-18965000
454,1718,"Bell County, TX",2017.0,2018.0,115,2128000,82,1410000,33,718000
455,1718,"Bergen County, NJ",2017.0,2018.0,469,17966000,183,7851000,286,10115000
456,1718,"Berkeley County, SC",2017.0,2018.0,157,4545000,154,5525000,3,-980000
457,1718,"Bernalillo County, NM",2017.0,2018.0,40,1042000,41,1547000,-1,-505000
458,1718,"Bexar County, TX",2017.0,2018.0,422,11852000,391,10590000,31,1262000
459,1718,"Bibb County, GA",2017.0,2018.0,1056,25947000,843,18289000,213,7658000
460,1718,"Boulder County, CO",2017.0,2018.0,26,1300000,40,2966000,-14,-1666000
461,1718,"Brevard County, FL",2017.0,2018.0,324,8784000,373,17228000,-49,-8444000
462,1718,"Bronx County, NY",2017.0,2018.0,794,15961000,342,5305000,452,10656000
463,1718,"Broward County, FL",2017.0,2018.0,2976,83675000,1603,63561000,1373,20114000
464,1718,"Bulloch County, GA",2017.0,2018.0,108,2444000,75,1657000,33,787000
465,1718,"Buncombe County, NC",2017.0,2018.0,153,8222000,225,14326000,-72,-6104000
466,1718,"Butts County, GA",2017.0,2018.0,352,5737000,642,15961000,-290,-10224000
467,1718,"Carroll County, GA",2017.0,2018.0,1863,47421000,2277,51657000,-414,-4236000
468,1718,"Charleston County, SC",2017.0,2018.0,467,15997000,540,28412000,-73,-12415000
469,1718,"Chatham County, GA",2017.0,2018.0,1447,40588000,1120,32192000,327,8396000
470,1718,"Chester County, PA",2017.0,2018.0,65,3204000,43,3070000,22,134000
471,1718,"Clark County, NV",2017.0,2018.0,675,16454000,711,23190000,-36,-6736000
472,1718,"Clarke County, GA",2017.0,2018.0,1230,35632000,1100,31992000,130,3640000
473,1718,"Clay County, FL",2017.0,2018.0,59,1196000,51,1296000,8,-100000
474,1718,"Collier County, FL",2017.0,2018.0,57,4231000,62,10023000,-5,-5792000
475,1718,"Collin County, TX",2017.0,2018.0,425,17712000,554,27276000,-129,-9564000
476,1718,"Columbia County, GA",2017.0,2018.0,435,16533000,350,11506000,85,5027000
477,1718,"Contra Costa County, CA",2017.0,2018.0,216,14520000,179,9682000,37,4838000
478,1718,"Cook County, IL",2017.0,2018.0,2410,92988000,1508,62494000,902,30494000
479,1718,"Coweta County, GA",2017.0,2018.0,2867,85027000,3880,129653000,-1013,-44626000
480,1718,"Cumberland County, NC",2017.0,2018.0,213,4527000,223,3612000,-10,915000
481,1718,"Cuyahoga County, OH",2017.0,2018.0,483,15781000,398,11290000,85,4491000
482,1718,"Dallas County, TX",2017.0,2018.0,1046,45060000,1120,57974000,-74,-12914000
483,1718,"Dane County, WI",2017.0,2018.0,99,4116000,64,2775000,35,1341000
484,1718,"Davidson County, TN",2017.0,2018.0,857,38154000,775,40404000,82,-2250000
485,1718,"Dawson County, GA",2017.0,2018.0,600,16432000,1015,39686000,-415,-23254000
486,1718,"Delaware County, PA",2017.0,2018.0,93,2903000,98,2185000,-5,718000
487,1718,"Denton County, TX",2017.0,2018.0,261,11760000,373,16200000,-112,-4440000
488,1718,"Denver County, CO",2017.0,2018.0,222,13280000,370,24469000,-148,-11189000
489,1718,"District of Columbia, DC",2017.0,2018.0,503,36544000,489,25867000,14,10677000
490,1718,"Dorchester County, SC",2017.0,2018.0,28,888000,38,1337000,-10,-449000
491,1718,"Dougherty County, GA",2017.0,2018.0,493,7953000,335,5131000,158,2822000
492,1718,"DuPage County, IL",2017.0,2018.0,317,20132000,205,10006000,112,10126000
493,1718,"Durham County, NC",2017.0,2018.0,207,9698000,243,11344000,-36,-1646000
494,1718,"Duval County, FL",2017.0,2018.0,1302,60267000,1208,37933000,94,22334000
495,1718,"East Baton Rouge Parish, LA",2017.0,2018.0,71,1282000,34,706000,37,576000
496,1718,"El Paso County, CO",2017.0,2018.0,209,5013000,246,6227000,-37,-1214000
497,1718,"Erie County, NY",2017.0,2018.0,208,5597000,181,4462000,27,1135000
498,1718,"Escambia County, FL",2017.0,2018.0,310,8711000,246,9784000,64,-1073000
499,1718,"Essex County, MA",2017.0,2018.0,57,2772000,56,3182000,1,-410000
500,1718,"Essex County, NJ",2017.0,2018.0,441,10001000,174,4487000,267,5514000
501,1718,"Fairfax County, VA",2017.0,2018.0,614,30704000,480,30110000,134,594000
502,1718,"Fairfield County, CT",2017.0,2018.0,425,25603000,216,20079000,209,5524000
503,1718,"Fannin County, GA",2017.0,2018.0,38,900000,43,1903000,-5,-1003000
504,1718,"Floyd County, GA",2017.0,2018.0,373,10677000,366,10808000,7,-131000
505,1718,"Fort Bend County, TX",2017.0,2018.0,211,8603000,197,7789000,14,814000
506,1718,"Franklin County, OH",2017.0,2018.0,629,18390000,561,16118000,68,2272000
507,1718,"Gilmer County, GA",2017.0,2018.0,201,5789000,263,8877000,-62,-3088000
508,1718,"Glynn County, GA",2017.0,2018.0,262,6994000,298,12105000,-36,-5111000
509,1718,"Gordon County, GA",2017.0,2018.0,113,2562000,171,3928000,-58,-1366000
510,1718,"Greenville County, SC",2017.0,2018.0,519,20375000,536,24708000,-17,-4333000
511,1718,"Guilford County, NC",2017.0,2018.0,456,11026000,237,6189000,219,4837000
512,1718,"Habersham County, GA",2017.0,2018.0,68,1841000,121,3690000,-53,-1849000
513,1718,"Hall County, GA",2017.0,2018.0,3224,94679000,4743,177614000,-1519,-82935000
514,1718,"Hamilton County, OH",2017.0,2018.0,383,11915000,317,10050000,66,1865000
515,1718,"Hamilton County, TN",2017.0,2018.0,577,25156000,599,25466000,-22,-310000
516,1718,"Haralson County, GA",2017.0,2018.0,109,2138000,265,7054000,-156,-4916000
517,1718,"Harris County, TX",2017.0,2018.0,1725,67703000,1454,56749000,271,10954000
518,1718,"Harrison County, MS",2017.0,2018.0,48,1006000,45,957000,3,49000
519,1718,"Hartford County, CT",2017.0,2018.0,238,11345000,108,3597000,130,7748000
520,1718,"Hennepin County, MN",2017.0,2018.0,399,24036000,349,13215000,50,10821000
521,1718,"Henrico County, VA",2017.0,2018.0,293,11634000,216,7297000,77,4337000
522,1718,"Hillsborough County, FL",2017.0,2018.0,1576,50287000,1357,65289000,219,-15002000
523,1718,"Hinds County, MS",2017.0,2018.0,87,2284000,44,957000,43,1327000
524,1718,"Honolulu County, HI",2017.0,2018.0,215,6447000,177,5259000,38,1188000
525,1718,"Horry County, SC",2017.0,2018.0,112,2188000,168,6780000,-56,-4592000
526,1718,"Houston County, GA",2017.0,2018.0,769,20314000,611,13602000,158,6712000
527,1718,"Howard County, MD",2017.0,2018.0,48,2527000,52,1931000,-4,596000
528,1718,"Hudson County, NJ",2017.0,2018.0,265,19318000,202,10227000,63,9091000
529,1718,"Jackson County, GA",2017.0,2018.0,710,20176000,1895,62436000,-1185,-42260000
